Date,Adj Close
1982-12-21,0.443594
1982-12-22,0.456425
1982-12-23,0.469256
1982-12-27,0.480254
1982-12-28,0.476588
1982-12-29,0.460091
1982-12-30,0.439927
1982-12-31,0.438094
1983-01-03,0.417931
1983-01-04,0.441760
1983-01-05,0.443594
1983-01-06,0.427096
1983-01-07,0.403267
1983-01-10,0.421597
1983-01-11,0.427096
1983-01-12,0.450926
1983-01-13,0.450926
1983-01-14,0.483920
1983-01-17,0.500417
1983-01-18,0.489419
1983-01-19,0.493085
1983-01-20,0.548076
1983-01-21,0.548076
1983-01-24,0.516915
1983-01-25,0.537078
1983-01-26,0.559074
1983-01-27,0.597568
1983-01-28,0.601234
1983-01-31,0.599401
1983-02-01,0.612232
1983-02-02,0.628730
1983-02-03,0.654392
1983-02-04,0.645227
1983-02-07,0.619564
1983-02-08,0.614065
1983-02-09,0.619564
1983-02-10,0.659891
1983-02-11,0.681888
1983-02-14,0.678221
1983-02-15,0.665390
1983-02-16,0.652559
1983-02-17,0.645227
1983-02-18,0.665390
1983-02-22,0.681888
1983-02-23,0.687386
1983-02-24,0.705717
1983-02-25,0.685553
1983-02-28,0.669056
1983-03-01,0.680055
1983-03-02,0.685553
1983-03-03,0.663557
1983-03-04,0.654392
1983-03-07,0.641561
1983-03-08,0.621397
1983-03-09,0.639728
1983-03-10,0.630563
1983-03-11,0.621397
1983-03-14,0.606733
1983-03-15,0.615898
1983-03-16,0.615898
1983-03-17,0.621397
1983-03-18,0.630563
1983-03-21,0.645227
1983-03-22,0.652559
1983-03-23,0.621397
1983-03-24,0.632396
1983-03-25,0.632396
1983-03-28,0.623230
1983-03-29,0.641561
1983-03-30,0.648893
1983-03-31,0.619564
1983-04-04,0.603067
1983-04-05,0.592069
1983-04-06,0.586570
1983-04-07,0.581071
1983-04-08,0.577404
1983-04-11,0.610399
1983-04-12,0.623230
1983-04-13,0.645227
1983-04-14,0.659891
1983-04-15,0.670889
1983-04-18,0.689220
1983-04-19,0.681888
1983-04-20,0.742378
1983-04-21,0.762541
1983-04-22,0.747876
1983-04-25,0.713049
1983-04-26,0.733212
1983-04-27,0.725880
1983-04-28,0.733212
1983-04-29,0.740544
1983-05-02,0.718548
1983-05-03,0.711216
1983-05-04,0.755208
1983-05-05,0.804700
1983-05-06,0.808367
1983-05-09,0.797369
1983-05-10,0.802868
1983-05-11,0.782704
1983-05-12,0.775372
1983-05-13,0.779038
1983-05-16,0.758875
1983-05-17,0.760708
1983-05-18,0.769873
1983-05-19,0.793702
1983-05-20,0.834029
1983-05-23,0.843194
1983-05-24,0.887187
1983-05-25,0.879855
1983-05-26,0.870690
1983-05-27,0.870690
1983-05-31,0.846860
1983-06-01,0.852359
1983-06-02,0.857858
1983-06-03,0.900018
1983-06-06,0.920181
1983-06-07,0.889020
1983-06-08,0.878022
1983-06-09,0.872523
1983-06-10,0.868857
1983-06-13,0.839528
1983-06-14,0.821198
1983-06-15,0.797369
1983-06-16,0.839528
1983-06-17,0.823031
1983-06-20,0.782704
1983-06-21,0.788203
1983-06-22,0.812033
1983-06-23,0.786370
1983-06-24,0.780871
1983-06-27,0.738711
1983-06-28,0.687386
1983-06-29,0.720381
1983-06-30,0.716715
1983-07-01,0.722214
1983-07-05,0.692886
1983-07-06,0.694719
1983-07-07,0.685553
1983-07-08,0.678221
1983-07-11,0.696552
1983-07-12,0.680055
1983-07-13,0.676388
1983-07-14,0.674555
1983-07-15,0.650726
1983-07-18,0.648893
1983-07-19,0.641561
1983-07-20,0.604900
1983-07-21,0.636062
1983-07-22,0.641561
1983-07-25,0.632396
1983-07-26,0.573739
1983-07-27,0.531579
1983-07-28,0.498584
1983-07-29,0.511416
1983-08-01,0.505916
1983-08-02,0.504083
1983-08-03,0.511416
1983-08-04,0.487586
1983-08-05,0.496751
1983-08-08,0.498584
1983-08-09,0.504083
1983-08-10,0.502251
1983-08-11,0.494918
1983-08-12,0.491252
1983-08-15,0.504083
1983-08-16,0.496751
1983-08-17,0.485753
1983-08-18,0.491252
1983-08-19,0.494918
1983-08-22,0.493085
1983-08-23,0.467423
1983-08-24,0.443594
1983-08-25,0.447260
1983-08-26,0.452758
1983-08-29,0.458258
1983-08-30,0.482087
1983-08-31,0.546243
1983-09-01,0.533412
1983-09-02,0.557241
1983-09-06,0.577404
1983-09-07,0.507750
1983-09-08,0.465590
1983-09-09,0.449092
1983-09-12,0.449092
1983-09-13,0.469256
1983-09-14,0.463757
1983-09-15,0.441760
1983-09-16,0.430762
1983-09-19,0.469256
1983-09-20,0.471089
1983-09-21,0.461924
1983-09-22,0.476588
1983-09-23,0.355608
1983-09-26,0.364773
1983-09-27,0.344610
1983-09-28,0.335445
1983-09-29,0.333612
1983-09-30,0.339111
1983-10-03,0.339111
1983-10-04,0.335445
1983-10-05,0.329946
1983-10-06,0.326280
1983-10-07,0.298784
1983-10-10,0.289619
1983-10-11,0.284120
1983-10-12,0.309782
1983-10-13,0.337278
1983-10-14,0.333612
1983-10-17,0.307949
1983-10-18,0.284120
1983-10-19,0.315281
1983-10-20,0.298784
1983-10-21,0.291452
1983-10-24,0.309782
1983-10-25,0.311615
1983-10-26,0.295118
1983-10-27,0.309782
1983-10-28,0.306116
1983-10-31,0.331779
1983-11-01,0.337278
1983-11-02,0.344610
1983-11-03,0.320780
1983-11-04,0.309782
1983-11-07,0.307949
1983-11-08,0.262124
1983-11-09,0.282287
1983-11-10,0.287786
1983-11-11,0.293285
1983-11-14,0.289619
1983-11-15,0.289619
1983-11-16,0.293285
1983-11-17,0.300617
1983-11-18,0.302450
1983-11-21,0.315281
1983-11-22,0.315281
1983-11-23,0.298784
1983-11-25,0.300617
1983-11-28,0.307949
1983-11-29,0.304283
1983-11-30,0.298784
1983-12-01,0.296951
1983-12-02,0.291452
1983-12-05,0.298784
1983-12-06,0.300617
1983-12-07,0.307949
1983-12-08,0.315281
1983-12-09,0.317114
1983-12-12,0.315281
1983-12-13,0.329946
1983-12-14,0.342777
1983-12-15,0.357441
1983-12-16,0.362940
1983-12-19,0.351942
1983-12-20,0.342777
1983-12-21,0.355608
1983-12-22,0.362940
1983-12-23,0.361107
1983-12-27,0.362940
1983-12-28,0.366606
1983-12-29,0.357441
1983-12-30,0.357441
1984-01-03,0.375771
1984-01-04,0.408766
1984-01-05,0.414265
1984-01-06,0.406933
1984-01-09,0.384936
1984-01-10,0.405100
1984-01-11,0.410599
1984-01-12,0.408766
1984-01-13,0.399601
1984-01-16,0.408766
1984-01-17,0.419764
1984-01-18,0.421597
1984-01-19,0.425263
1984-01-20,0.419764
1984-01-23,0.423430
1984-01-24,0.399601
1984-01-25,0.395935
1984-01-26,0.405100
1984-01-27,0.383103
1984-01-30,0.362940
1984-01-31,0.362940
1984-02-01,0.361107
1984-02-02,0.364773
1984-02-03,0.359274
1984-02-06,0.340944
1984-02-07,0.353775
1984-02-08,0.340944
1984-02-09,0.346443
1984-02-10,0.357441
1984-02-13,0.355608
1984-02-14,0.375771
1984-02-15,0.368439
1984-02-16,0.372105
1984-02-17,0.366606
1984-02-21,0.383103
1984-02-22,0.401434
1984-02-23,0.394102
1984-02-24,0.397768
1984-02-27,0.395935
1984-02-28,0.373938
1984-02-29,0.384936
1984-03-01,0.395935
1984-03-02,0.399601
1984-03-05,0.392269
1984-03-06,0.377604
1984-03-07,0.388602
1984-03-08,0.394102
1984-03-09,0.386769
1984-03-12,0.401434
1984-03-13,0.395935
1984-03-14,0.390436
1984-03-15,0.392269
1984-03-16,0.390436
1984-03-19,0.384936
1984-03-20,0.381270
1984-03-21,0.381270
1984-03-22,0.373938
1984-03-23,0.373938
1984-03-26,0.377604
1984-03-27,0.366606
1984-03-28,0.373938
1984-03-29,0.372105
1984-03-30,0.362940
1984-04-02,0.364773
1984-04-03,0.366606
1984-04-04,0.359274
1984-04-05,0.353775
1984-04-06,0.344610
1984-04-09,0.344610
1984-04-10,0.362940
1984-04-11,0.359274
1984-04-12,0.377604
1984-04-13,0.377604
1984-04-16,0.384936
1984-04-17,0.403267
1984-04-18,0.410599
1984-04-19,0.414265
1984-04-23,0.416098
1984-04-24,0.408766
1984-04-25,0.405100
1984-04-26,0.436261
1984-04-27,0.441760
1984-04-30,0.460091
1984-05-01,0.487586
1984-05-02,0.483920
1984-05-03,0.463757
1984-05-04,0.441760
1984-05-07,0.456425
1984-05-08,0.482087
1984-05-09,0.485753
1984-05-10,0.485753
1984-05-11,0.472922
1984-05-14,0.463757
1984-05-15,0.467423
1984-05-16,0.447260
1984-05-17,0.427096
1984-05-18,0.436261
1984-05-21,0.467423
1984-05-22,0.452758
1984-05-23,0.443594
1984-05-24,0.430762
1984-05-25,0.432595
1984-05-29,0.430762
1984-05-30,0.425263
1984-05-31,0.430762
1984-06-01,0.445426
1984-06-04,0.434428
1984-06-05,0.408766
1984-06-06,0.425263
1984-06-07,0.421597
1984-06-08,0.419764
1984-06-11,0.419764
1984-06-12,0.427096
1984-06-13,0.436261
1984-06-14,0.423430
1984-06-15,0.425263
1984-06-18,0.434428
1984-06-19,0.430762
1984-06-20,0.443594
1984-06-21,0.425263
1984-06-22,0.419764
1984-06-25,0.399601
1984-06-26,0.381270
1984-06-27,0.370272
1984-06-28,0.386769
1984-06-29,0.388602
1984-07-02,0.375771
1984-07-03,0.370272
1984-07-05,0.362940
1984-07-06,0.368439
1984-07-09,0.384936
1984-07-10,0.394102
1984-07-11,0.388602
1984-07-12,0.390436
1984-07-13,0.386769
1984-07-16,0.377604
1984-07-17,0.377604
1984-07-18,0.372105
1984-07-19,0.372105
1984-07-20,0.372105
1984-07-23,0.368439
1984-07-24,0.390436
1984-07-25,0.392269
1984-07-26,0.399601
1984-07-27,0.397768
1984-07-30,0.373938
1984-07-31,0.373938
1984-08-01,0.366606
1984-08-02,0.353775
1984-08-03,0.401434
1984-08-06,0.428929
1984-08-07,0.434428
1984-08-08,0.417931
1984-08-09,0.436261
1984-08-10,0.417931
1984-08-13,0.439927
1984-08-14,0.423430
1984-08-15,0.408766
1984-08-16,0.412432
1984-08-17,0.403267
1984-08-20,0.401434
1984-08-21,0.417931
1984-08-22,0.410599
1984-08-23,0.412432
1984-08-24,0.412432
1984-08-27,0.408766
1984-08-28,0.414265
1984-08-29,0.403267
1984-08-30,0.395935
1984-08-31,0.388602
1984-09-04,0.384936
1984-09-05,0.384936
1984-09-06,0.388602
1984-09-07,0.388602
1984-09-10,0.386769
1984-09-11,0.394102
1984-09-12,0.383103
1984-09-13,0.403267
1984-09-14,0.408766
1984-09-17,0.419764
1984-09-18,0.405100
1984-09-19,0.395935
1984-09-20,0.397768
1984-09-21,0.394102
1984-09-24,0.390436
1984-09-25,0.383103
1984-09-26,0.377604
1984-09-27,0.377604
1984-09-28,0.368439
1984-10-01,0.359274
1984-10-02,0.362940
1984-10-03,0.368439
1984-10-04,0.372105
1984-10-05,0.364773
1984-10-08,0.364773
1984-10-09,0.361107
1984-10-10,0.350109
1984-10-11,0.348276
1984-10-12,0.333612
1984-10-15,0.351942
1984-10-16,0.350109
1984-10-17,0.364773
1984-10-18,0.375771
1984-10-19,0.375771
1984-10-22,0.372105
1984-10-23,0.381270
1984-10-24,0.384936
1984-10-25,0.370272
1984-10-26,0.361107
1984-10-29,0.362940
1984-10-30,0.366606
1984-10-31,0.364773
1984-11-01,0.366606
1984-11-02,0.364773
1984-11-05,0.362940
1984-11-06,0.384936
1984-11-07,0.377604
1984-11-08,0.362940
1984-11-09,0.340944
1984-11-12,0.353775
1984-11-13,0.344610
1984-11-14,0.348276
1984-11-15,0.348276
1984-11-16,0.340944
1984-11-19,0.320780
1984-11-20,0.331779
1984-11-21,0.339111
1984-11-23,0.348276
1984-11-26,0.351942
1984-11-27,0.361107
1984-11-28,0.379437
1984-11-29,0.372105
1984-11-30,0.362940
1984-12-03,0.357441
1984-12-04,0.364773
1984-12-05,0.383103
1984-12-06,0.401434
1984-12-07,0.399601
1984-12-10,0.392269
1984-12-11,0.386769
1984-12-12,0.373938
1984-12-13,0.377604
1984-12-14,0.386769
